Node.Name,Contrast,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
EMEA,TimePre...TimePost,1.73373537058518,0.651640834986683,2.81582990618368,0.383208902967707,3.61860150332877,0.00548682233452845,0.0117650132749985,-2.98974367337059
ERM,TimePre...TimePost,0.381595522923446,-0.525477102425856,1.28866814827275,0.378040592216667,0.944659889793792,0.368334135084014,0.44576264677647,-7.06207843086094
VANWA,TimePre...TimePost,-1.4141037275619,-1.64751518666933,-1.18069226845447,0.364930359139517,-13.0928130060515,7.5833278894514e-09,9.39490066304257e-08,10.6688362649826
MGRA,TimePre...TimePost,-1.39072306358683,-1.59274528452525,-1.18870084264841,0.358896633370295,-14.8770008371387,1.59559260510369e-09,2.54155107812944e-08,12.2844257893437
NPMA,TimePre...TimePost,-2.68992005160238,-3.15926363364477,-2.22057646955998,0.350731225836308,-12.9651490343571,3.97710400178567e-07,2.95631397466068e-06,7.13064155998445
pmrA,TimePre...TimePost,0.620423561653387,0.245514754935888,0.995332368370886,0.332467959517175,3.49031533326728,0.00278727580851982,0.0062156250529992,-2.93251888545359
CML,TimePre...TimePost,0.556558561526736,-1.30414612390472,2.41726324695819,0.320912575609242,0.703621544579807,0.503827448921151,0.576171903125213,-7.14190722427183
CLBA,TimePre...TimePost,1.68579225276917,1.2880209681006,2.08356353743775,0.310095125891929,10.1395069357646,2.83984436073444e-05,0.000113086659364961,3.10543181265476
BLAZ,TimePre...TimePost,-1.14141449714366,-1.41372169542542,-0.8691072988619,0.294588556828209,-9.05848099947764,5.73732732309339e-07,3.65549712299951e-06,6.14406244670051
FOSA,TimePre...TimePost,0.67878161671453,0.0505979311059929,1.30696530232307,0.266992686944994,2.34026560132195,0.0363139176301776,0.0642698700915049,-5.20444246746059
SPD,TimePre...TimePost,-2.05036276710793,-4.2303110533116,0.129585519095746,0.265422552411307,-2.27750503021199,0.0611361290552292,0.104071425796306,-4.82455132696096
ADEB,TimePre...TimePost,-0.360938064460095,-0.718473955120882,-0.00340217379930718,0.261602621816872,-2.66848266950211,0.0485890655395316,0.0833489355024273,-4.58593038110146
ARLR,TimePre...TimePost,-0.959558651397025,-1.12441609286319,-0.794701209930858,0.247628286698239,-12.5787313452765,1.23001472244846e-08,1.44364885845267e-07,10.1654426231435
CEOA,TimePre...TimePost,-1.05649972004234,-1.17462051282382,-0.938378927260861,0.238564759638512,-19.495553877675,1.98657251110436e-10,5.5375708747034e-09,14.5203761495049
VANSA,TimePre...TimePost,-1.21515485105622,-1.44183245254743,-0.988477249565011,0.235257418831378,-11.8042720032772,1.42837625976997e-07,1.22510733049501e-06,7.87514787192475
FOSB,TimePre...TimePost,-0.872807301608061,-1.02472882349256,-0.720885779723563,0.225240824092724,-12.4157494379519,1.4389591196832e-08,1.60443941844677e-07,10.0019664255191
