Node.Name,Contrast,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
ACI,TimePre...TimePost,2.23869438788965,1.03006863763358,3.44732013814572,0.430059187774627,4.77421478622179,0.00511317343367146,0.0177849510736398,-1.93761583208499
CLBA,TimePre...TimePost,2.25169295639332,1.73412262976466,2.76926328302199,0.422227783027739,11.2648738930926,0.000111550519052237,0.00123057178701846,2.1226580237805
AAC6-PRIME,TimePre...TimePost,1.22779308173366,0.482898853627536,1.97268730983979,0.3985640753998,4.02521412764336,0.00680124949492915,0.0209269215228589,-2.43736309423988
FOSA,TimePre...TimePost,1.81775679363196,0.956826482487971,2.67868710477595,0.382510111003524,5.25713275362756,0.0023546155855433,0.0117730779277165,-1.24149812449822
TETS,TimePre...TimePost,-1.44248632402392,-3.34764435977036,0.462671711722525,0.357160506938352,-1.9687407653961,0.108268259646026,0.178586820034682,-5.20427905134753
pmrA,TimePre...TimePost,0.414163533293473,0.107098258184934,0.721228808402013,0.334459935125471,3.02194828320064,0.0134237618462262,0.0370310671620032,-3.69579809698737
MYRA,TimePre...TimePost,-2.54879547899515,-3.31767148012908,-1.77991947786122,0.32310662209469,-12.6107236845178,0.00356560298098382,0.0150130651830898,-0.86505651838607
L1,TimePre...TimePost,-1.54411714821861,-2.66948495766722,-0.418749338769995,0.30755120467909,-4.05546288702632,0.0205249284935731,0.0513123212339328,-2.99761692661083
OXA,TimePre...TimePost,0.38056103500749,-0.213632021370793,0.974754091385774,0.283525238424709,1.53368284136967,0.17159680962063,0.259014052257555,-5.90959437749817
CEOB,TimePre...TimePost,-1.43063815430568,-1.59191643383638,-1.26935987477499,0.268245119110917,-26.9397633789467,5.87782078352251e-05,0.000854955750330547,1.863053480776
TETC,TimePre...TimePost,-4.26815800336,-4.99606728859072,-3.54024871812928,0.266761742529126,-53.3410378972205,0.00636291363030445,0.0203638352409901,-2.41524155286619
ERMT,TimePre...TimePost,-0.416104226073066,-0.945127002637899,0.112918550491767,0.249177721255666,-1.94274438883285,0.101918807428356,0.171652728300389,-5.31981013843641
MEXE,TimePre...TimePost,3.14623586307467,3.00211463307939,3.29035709306994,0.196641117920357,70.0477556770545,7.40053440466078e-06,0.000296021376186431,1.23591121423658
TET44,TimePre...TimePost,-0.402096584937269,-0.807136080655025,0.00294291078048731,0.186178031886122,-5.59428491293496,0.0505572913878849,0.10111458277577,-3.0620480206997
ADEG,TimePre...TimePost,1.46763831827113,1.31432597838632,1.62095065815593,0.183933950489523,26.8851335082173,1.46156049047981e-05,0.000433710303086854,3.152640927982
TETY,TimePre...TimePost,-0.715458169038453,-1.67765877754529,0.246742439468382,0.177570564220621,-1.93223078529674,0.11324144935552,0.181417292440436,-5.2516585304017
ADEB,TimePre...TimePost,1.31240411088667,1.19842741034119,1.42638081143216,0.164417416833583,32.3411932337153,7.1586150515562e-06,0.000296021376186431,3.39897729822673
ERMR,TimePre...TimePost,0.735256509583014,0.50997297756898,0.960540041597047,0.122169542047266,8.816942422688,0.000652473991638865,0.00453894950705297,0.483919284290521
BMR,TimePre...TimePost,-0.546422001199908,-0.875692368602927,-0.21715163379689,0.103957221939824,-5.00615139159563,0.0120073460932048,0.0343067031234422,-2.32974628386826
BCRA,TimePre...TimePost,-0.513366222583524,-0.73386567074658,-0.292866774420468,0.0963384638353678,-7.06785889191376,0.00433048540389954,0.0161134340610216,-1.18888168838765
MSR,TimePre...TimePost,0.766989522685626,0.673836951080894,0.860142094290358,0.0960493237154557,23.1278934694621,2.62451463930934e-05,0.000466580380321661,2.89574034914718
ARR,TimePre...TimePost,0.757997032619155,0.672659174925329,0.843334890312981,0.0947499133262816,24.7669913480762,1.72868484211613e-05,0.000433710303086854,3.15289643885586
ABEM,TimePre...TimePost,0.738775421435487,0.51325707849248,0.964293764378494,0.0936887822574006,9.17741276190231,0.000869353433956159,0.00538988784388894,0.278091713398844
AAC2-PRIME,TimePre...TimePost,1.4962119377902,1.35223361218516,1.64019026339523,0.0935139007046102,33.3447069331599,6.62962480097639e-05,0.000883949973463519,1.03844576474944
EMEA,TimePre...TimePost,0.74054225417464,0.655172240923252,0.825912267426029,0.0925680594751754,24.1875554542407,1.89748257600499e-05,0.000433710303086854,3.11083341894525
LNUF,TimePre...TimePost,1.21303326728547,1.06906926204996,1.35699727252098,0.0758151099073964,27.0364520147489,0.000123057178701846,0.00123057178701846,0.916118883108277
LSA,TimePre...TimePost,0.513017038607942,0.428203343693156,0.597830733522729,0.0641273222073823,16.8660463256665,7.81120353655206e-05,0.000961378896806407,2.30953362566662
ERMA,TimePre...TimePost,0.328824958526403,0.252053434850547,0.405596482202259,0.0616548066851738,11.0906728407389,0.000120111855501335,0.00123057178701846,2.0516415434006
BCRB,TimePre...TimePost,-0.450830761328958,-0.664201564558702,-0.237459958099214,0.0570233732758881,-8.05049282327814,0.00990125268814694,0.0288036441837002,-1.712720840162
ROBA,TimePre...TimePost,0.884215146712719,0.740264014839976,1.02816627858546,0.0552638335136716,19.7094168113441,0.000312054060430879,0.00249643248344703,0.633496973204571
MPHE,TimePre...TimePost,0.361415786555559,0.17720963519638,0.545621937914737,0.0472412665363293,5.46179965535163,0.00556978141169246,0.0185659380389749,-1.7157219602872
ADEA,TimePre...TimePost,0.733324055977492,0.589377480601819,0.877270631353164,0.0458330743278677,16.3465272446354,0.000540425027647885,0.00411752402017436,0.395167428510629
YKKD,TimePre...TimePost,-0.209986133810648,-0.355358103882379,-0.0646141637389175,0.0395267569823862,-4.37888372067023,0.0182212671977726,0.0477934877318627,-2.79713252873335
IRI,TimePre...TimePost,-0.575719228539964,-1.30320762135597,0.151769164276043,0.0359827036609103,-7.19917779317329,0.0655055311245554,0.124772440237248,-3.1081437647631
TMRB,TimePre...TimePost,-0.189164063035858,-0.305553208007297,-0.0727749180644201,0.0354687230434878,-4.93587031606358,0.0129399018127204,0.0363225314041275,-2.39853348203678
CATP,TimePre...TimePost,0.253397033729192,0.161127368190724,0.345666699267659,0.0317553192706294,7.71291823069913,0.0017072122824004,0.00941910224772632,-0.402091809498136
ADEAI,TimePre...TimePost,0.505464181023933,0.361522875427634,0.649405486620233,0.031591732454575,11.2677150533987,0.00160106381537031,0.00914893608783037,-0.264146397252088
LNUA,TimePre...TimePost,-0.102014775244268,-0.227350947797521,0.0233213973089853,0.0295939477419865,-2.16869322992622,0.0887255834514097,0.152646165077694,-4.96893626169061
YKKC,TimePre...TimePost,-0.17480787564609,-0.404760831329168,0.0551450800369875,0.0228553054004446,-2.87865506819693,0.086456945190414,0.150359904678981,-4.24331810366856
MEXT,TimePre...TimePost,0.364103050490641,0.220164039838344,0.508042061142938,0.0227565999507497,8.11664800092727,0.00412051591993329,0.0156972035045078,-1.04571159434612
ACT,TimePre...TimePost,0.177945530439881,0.0840127612771363,0.271878299602625,0.0223639037189389,5.31720828748949,0.00649097248306561,0.0203638352409901,-1.85642432382764
OXY,TimePre...TimePost,0.312254096120933,0.168315740194433,0.456192452047433,0.0195160176187254,6.96085382973984,0.0063731014890507,0.0203638352409901,-1.46377069230783
ERMD,TimePre...TimePost,-0.277565189386127,-1.00504759358454,0.449917214812286,0.0173479457714033,-3.47088910357757,0.149365198655486,0.22760411223693,-4.07904142149571
BLA1,TimePre...TimePost,-0.200458529351256,-0.927940065917884,0.527023007215371,0.0125287457850601,-2.50669097444613,0.211669756479513,0.311945234658786,-4.59509710060622
DFRG,TimePre...TimePost,0.190248597659749,0.0463113863599696,0.334185808959529,0.0118906205874958,4.24110756976192,0.0247016031152761,0.0548924513672801,-2.9264812272106
